tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_6_4_tray_06,cicindelidae_34_6_4_tray_06_spec_001,,,,United States of America,Texas,,,Point Isabel,Point Isabel,,,,,,,,,,,manual,,
34_6_4_tray_07,cicindelidae_34_6_4_tray_07_spec_001,,,,United States of America,Texas,,,,,,,,,,F.C. Bowditch,,,,,manual,,
34_6_4_tray_08,cicindelidae_34_6_4_tray_08_spec_001,,,,United States of America,Kansas,Stafford,Stafford,Quivira National Wildlife Refuge,Quivira National Wildlife Refuge,,,,,,J.K. Lawton,,05 Jun 1970,,,manual,,
34_6_4_tray_09,cicindelidae_34_6_4_tray_09_spec_001,,,,United States of America,New Mexico,,Las Cruces,,,,,,,,,,28-Jul-27,,,manual,,
34_6_4_tray_10,cicindelidae_34_6_4_tray_10_spec_001,,,,United States of America,Florida,,Coral Gables,,,,,,,,R. Gregg,,Jun-41,,,manual,,
34_6_4_tray_11,cicindelidae_34_6_4_tray_11_spec_001,,,,United States of America,Indiana,Porter,Chesterton,Indiana Dunes State Park,Indiana Dunes State Park,,,,,,J. Wagner,,11 Jul 1964,,,manual,,
34_6_4_tray_12,cicindelidae_34_6_4_tray_12_spec_001,,,,United States of America,Nebraska,Lincoln,Lincoln,,,,,,,,,,,,,manual,,
34_6_4_tray_13,cicindelidae_34_6_4_tray_13_spec_001,,,,United States of America,Nebraska,Douglas,Douglas,Two Rivers State Park,Two Rivers State Park,,,,,,M. Prokop,,15 Aug 1967 – 20 Aug 1967,,,manual,,
34_6_4_tray_14,cicindelidae_34_6_4_tray_14_spec_001,,,,United States of America,Oklahoma,Marshall,Willis,"University of Oklahoma Biological Station, Lake Texoma","University of Oklahoma Biological Station, Lake Texoma",,,,,,W. Suter,,24 Jul 1969,,,manual,,
34_6_4_tray_15,cicindelidae_34_6_4_tray_15_spec_001,,,,United States of America,Indiana,Porter,Chesterton,Indiana Dunes State Park,Indiana Dunes State Park,,,,,,W. Suter,,01 Aug 1958,,,manual,,
34_6_4_tray_16,cicindelidae_34_6_4_tray_16_spec_001,,,,United States of America,Nevada,Nye,Nye,Ash Meadows National Wildlife Refuge,Ash Meadows National Wildlife Refuge,,,,,,,,14 Aug 2021 – 19 Aug 2021,,,manual,,
34_6_5_tray_01,cicindelidae_34_6_5_tray_01_spec_001,,,,United States of America,Texas,,,Los Olmos Creek,Los Olmos Creek,,,,,,,,18 Jun 1948,,,manual,,
34_6_5_tray_02,cicindelidae_34_6_5_tray_02_spec_001,,,,United States of America,Texas,Galveston,La Marque,,,,,,,,W. Suter,,22 Jul 1968,,,manual,,
34_6_5_tray_03,cicindelidae_34_6_5_tray_03_spec_001,,,,United States of America,Texas,Kenedy,Armstrong,,,,,,,,S. Roback,,19 Jun 1945,,,manual,,
34_6_5_tray_04,cicindelidae_34_6_5_tray_04_spec_001,,,,Colombia,La Guajira,,Manaure,,,,,,,,B. Malkin,,19 Sep 1968 – 20 Sep 1968,,,manual,,
34_6_5_tray_05,cicindelidae_34_6_5_tray_05_spec_001,,,,Mozambique,,,Boroma,Zambesi,Zambesi,,,,,,,,,,,manual,,
34_6_5_tray_06,cicindelidae_34_6_5_tray_06_spec_001,,,,Netherlands Antilles,Curacao,,Santa Maria,,,,,,,,B. Malkin,,28 Dec 1967,,,manual,,
34_6_5_tray_07,cicindelidae_34_6_5_tray_07_spec_001,,,,United States of America,Texas,,,"Chisos Mountains, Big Bend National Park","Chisos Mountains, Big Bend National Park",,,,,,B. Malkin,,05 Sep 1952 – 06 Sep 1952,,,manual,,
34_6_5_tray_08,cicindelidae_34_6_5_tray_08_spec_003,,,,United States of America,California,Riverside,Blythe,,,,,,,,L. Banks,,24 Jul 1961,,,manual,,
34_6_5_tray_09,cicindelidae_34_6_5_tray_09_spec_003,,,,Democratic Republic of the Congo,,,,,,,,,,,,,,,,manual,,
34_6_5_tray_10,cicindelidae_34_6_5_tray_10_spec_001,,,,United States of America,Louisiana,,Shreveport,,,,,,,,,,8-Aug-27,,,manual,,
34_6_5_tray_11,cicindelidae_34_6_5_tray_11_spec_001,,,,United States of America,Texas,Austin,Sealy,5mi E of Sealy,5mi E of Sealy,,,,,,Brazos B. Bank,,23 Jul 1968,,,manual,,
34_6_5_tray_13,cicindelidae_34_6_5_tray_13_spec_001,,,,United States of America,Mississippi,Leake,Leake,"Banks Pearl Road at Route 13, 4mi N of Good Hope","Banks Pearl Road at Route 13, 4mi N of Good Hope",,,,,,R.C. | A. Graves,,03 Jul 1960,,,manual,,
34_6_5_tray_14,cicindelidae_34_6_5_tray_14_spec_001,,,,United States of America,Maryland,Calvert,Chesapeake Beach,,,,,,,,,,27 Jul 2011,,,manual,,
34_6_5_tray_15,cicindelidae_34_6_5_tray_15_spec_001,,,,Indonesia,,,,Java,Java,,,,,,,,,,,manual,,
34_6_5_tray_16,cicindelidae_34_6_5_tray_16_spec_001,,,,United States of America,Arizona,Apache,Chambers,,,,,,,,L. Banks,,28 Jul 1949,,,manual,,
34_6_5_tray_17,cicindelidae_34_6_5_tray_17_spec_001,,,,United States of America,New Mexico,,,E of Willard,E of Willard,,,,,,B. Rotger | C.R.,,08 Aug 1962 – 09 Aug 1962,,,manual,,
34_6_5_tray_18,cicindelidae_34_6_5_tray_18_spec_003,,,,United States of America,Kansas,Sedgwick,Sedgwick,,,,,,,,Vsasko,,19 Jun 2011,,,manual,,
34_6_5_tray_19,cicindelidae_34_6_5_tray_19_spec_002,,,,Brazil,,,,"Rio Itabapoana, R. Eep","Rio Itabapoana, R. Eep",,,,,,J.F. Zikan,,30 Oct 2005,,,manual,,
34_6_5_tray_20,cicindelidae_34_6_5_tray_20_spec_001,,,,United States of America,California,,,Death Valley,Death Valley,,,,,,Tim Hopkins,,Jun-57,,,manual,,
34_6_5_tray_21,cicindelidae_34_6_5_tray_21_spec_005,,,,South Africa,,,Gqeberha,formerly Port Elizabeth,formerly Port Elizabeth,,,,,,,,,,,manual,,
34_6_5_tray_22,cicindelidae_34_6_5_tray_22_spec_001,,,,Mexico,Sinaloa,,Mazatlan,,,,,,,,Hoge,,,,,manual,,
34_6_5_tray_23,cicindelidae_34_6_5_tray_23_spec_002,,,,Namibia,,Walvis Bay,Walvis Bay,,,,,,,,,,,,,manual,,
34_6_5_tray_24,cicindelidae_34_6_5_tray_24_spec_002,,,,Cuba,,,Puerto Esperanza,,,,,,,,Bicrig,,10 Aug 1998,,,manual,,
34_6_6_tray_01,cicindelidae_34_6_6_tray_01_spec_001,,,,United States of America,Georgia,,Brunswick,Jekyll Island State Park,Jekyll Island State Park,,,,,,W. Suter,,17 Jun 1959,,,manual,,
34_6_6_tray_02,cicindelidae_34_6_6_tray_02_spec_001,,,,United States of America,Texas,Pecos,Pecos,Pecos River and Highway 349,Pecos River and Highway 349,,,,,,C.W. O'Brien,,11 Aug 1970,,,manual,,
34_6_6_tray_03,cicindelidae_34_6_6_tray_03_spec_001,,,,United States of America,Florida,Escambia,Escambia,E of Fort Walton Beach,"Santa Rosa Island, E of Fort Walton Beach",,Santa Rosa,,,,W. Suter,,16 Jun 1959,,,manual,,
34_6_6_tray_04,cicindelidae_34_6_6_tray_04_spec_001,,,,United States of America,Texas,Jefferson,Jefferson,10mi SW of Sebina Pass,10mi SW of Sebina Pass,,,,,,W. Suter,,22 Jul 1968,,,manual,,
34_6_6_tray_05,cicindelidae_34_6_6_tray_05_spec_001,,,,United States of America,Nebraska,Lancaster,Lincoln,Salt Basin,Salt Basin,,,,,,,,28 Jun 1949,,,manual,,
34_6_6_tray_06,cicindelidae_34_6_6_tray_06_spec_001,,,,United States of America,Oklahoma,Alfalfa,Alfalfa,Great Salt Plains,Great Salt Plains,,,,,,,,27 Aug 1960,,,manual,,
34_6_6_tray_07,cicindelidae_34_6_6_tray_07_spec_001,,,,United States of America,New York,,,,,,,,,,,,,,,manual,,
34_6_6_tray_08,cicindelidae_34_6_6_tray_08_spec_001,,,,United States of America,New York,,,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_001,,,,United States of America,Mississippi,,Gulfport,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_002,,,,United States of America,Mississippi,,Gulfport,,,,,,,,W. Suter,,12 Jun 1959,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_003,,,,United States of America,Mississippi,,Gulfport,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_004,,,,United States of America,Mississippi,,Gulfport,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_005,,,,United States of America,Mississippi,,Mississippi City,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_006,,,,United States of America,Mississippi,,Mississippi City,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_007,,,,United States of America,Mississippi,,Mississippi City,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_008,,,,United States of America,Mississippi,,Mississippi City,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_009,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_010,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_011,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_012,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_013,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_014,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_015,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_016,,,,United States of America,Texas,,,,,,Padre,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_017,,,,United States of America,Texas,,Galveston,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_018,,,,United States of America,Texas,,Galveston,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_019,,,,United States of America,Texas,,Galveston,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_020,,,,United States of America,Texas,,Galveston,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_021,,,,United States of America,Texas,,Galveston,,,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_022,,,,United States of America,Louisiana,,,,,,Breton,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_023,,,,United States of America,Louisiana,,,,,,Breton,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_024,,,,United States of America,Louisiana,,,,,,Breton,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_025,,,,United States of America,Louisiana,,,,,,Breton,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_026,,,,United States of America,Louisiana,,,,,,Breton,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_027,,,,United States of America,Texas,Cameron,Cameron,"Boca Chica, 25mi E of Brownsville","Boca Chica, 25mi E of Brownsville",,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_028,,,,United States of America,Texas,Cameron,Cameron,"Boca Chica, 25mi E of Brownsville","Boca Chica, 25mi E of Brownsville",,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_029,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_030,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_031,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_032,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_033,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_034,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_035,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_036,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_037,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_09,cicindelidae_34_6_6_tray_09_spec_038,,,,United States of America,Texas,Cameron,Cameron,Del Mar,Del Mar,,,,,,,,,,,manual,,
34_6_6_tray_10,cicindelidae_34_6_6_tray_10_spec_001,,,,United States of America,Texas,Hudspeth,Hudspeth,"Salt flats along highway 62-180, 90mi E of El Paso","Salt flats along highway 62-180, 90mi E of El Paso",,,,salt flats,,B. Malkin,,01 Sep 1952,,,manual,,
34_6_6_tray_11,cicindelidae_34_6_6_tray_11_spec_001,,,,United States of America,Texas,Hudspeth,Hudspeth,"Salt flats along highway 62-180, 90mi E of El Paso","Salt flats along highway 62-180, 90mi E of El Paso",,,,salt flats,,B. Malkin,,01 Sep 1952,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_001,,,,United States of America,Delaware,,Rehoboth Beach,,,,,,,,W.D. Apple,,09 Jul 2012,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_002,,,,United States of America,Delaware,,Rehoboth Beach,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_003,,,,United States of America,Maryland,,Prince Frederick,Kenwood Beach,Kenwood Beach,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_004,,,,United States of America,Maryland,,Prince Frederick,Kenwood Beach,Kenwood Beach,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_005,,,,United States of America,New Jersey,,Seaside Park,,,,,,Seashore,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_006,,,,United States of America,New Jersey,,Seaside Park,,,,,,Seashore,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_007,,,,United States of America,New York,,,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_008,,,,United States of America,New York,,,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_009,,,,United States of America,Rhode Island,,,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_010,,,,United States of America,Rhode Island,,,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_011,,,,United States of America,New York,,Montauk,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_012,,,,United States of America,New York,,Montauk,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_013,,,,United States of America,New York,,Bellport,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_014,,,,United States of America,Texas,,,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_015,,,,United States of America,New Jersey,,Cape May,,,,,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_016,,,,United States of America,New York,,,,,,Oak,,,,,,,,,manual,,
34_6_6_tray_12,cicindelidae_34_6_6_tray_12_spec_017,,,,United States of America,New York,,,,,,Fire,,,,,,,,,manual,,
34_6_6_tray_14,cicindelidae_34_6_6_tray_14_spec_001,,,,United States of America,Florida,,Clearwater,,,,,,,,,,18 Jun 1938,,,manual,,
34_6_6_tray_15,cicindelidae_34_6_6_tray_15_spec_002,,,,United States of America,Alabama,,,,,,Dauphin,,,,J. Wagner,,13 Jun 1959,,,manual,,
34_6_6_tray_16,cicindelidae_34_6_6_tray_16_spec_001,,,,United States of America,Texas,,Corpus Christi,,,,,,beach,,A.B. Wolcott,,20 Jul 2006,,,manual,,
34_6_7_tray_01,cicindelidae_34_6_7_tray_01_spec_001,,,,India,Puducherry,,Karaikal,,,,,,,,P.S. Nathan,,Mar-66,,,manual,,
34_6_7_tray_02,cicindelidae_34_6_7_tray_02_spec_001,,,,United States of America,Texas,,,Salt Flats,Salt Flats,,,,salt flats,,N. French,,01 Aug 1944,,,manual,,
34_6_7_tray_03,cicindelidae_34_6_7_tray_03_spec_001,,,,Mexico,Sinaloa,,,20mi W of Los Mochis,20mi W of Los Mochis,,,,,,A. Hardy,,23 Aug 1967,,,manual,,
34_6_7_tray_04,cicindelidae_34_6_7_tray_04_spec_001,,,,Philippines,Bukidnon,,Santa Fe,,Mindanao,,,,,,L.H. Phillips,,,,,manual,,
34_6_7_tray_05,cicindelidae_34_6_7_tray_05_spec_001,,,,United States of America,Texas,Hudspeth,Hudspeth,"Salt flats along highway 62-180, 90mi E of El Paso","Salt flats along highway 62-180, 90mi E of El Paso",,,,salt flats,,B. Malkin,,01 Sep 1952,,,manual,,
34_6_7_tray_06,cicindelidae_34_6_7_tray_06_spec_001,,,,Mexico,Sonora,,La Choya,,,,,,,,M. Cazier | W. Gertsch | R. Schrammel,,12 Jun 1952,,,manual,,
34_6_7_tray_07,cicindelidae_34_6_7_tray_07_spec_001,,,,United States of America,Texas,Brazoria,Freeport,,,,,,,,R. Graves | A. Graves,,15 Jul 1964,,,manual,,
34_6_7_tray_08,cicindelidae_34_6_7_tray_08_spec_001,,,,United States of America,Florida,,,,,,,,,,,,,,,manual,,
34_6_7_tray_09,cicindelidae_34_6_7_tray_09_spec_001,,,,Vietnam,,,,"Bach Ma National Park, 50km ex Hue.","Bach Ma National Park, 50km ex Hue.",,,,,,A. Monastyrskii,,Jul-96,,,manual,,
34_6_7_tray_10,cicindelidae_34_6_7_tray_10_spec_001,,,,United States of America,California,San Bernardino,Needles,,,,,,,,B. Malkin,,01 Jul 1953,,,manual,,
34_6_7_tray_11,cicindelidae_34_6_7_tray_11_spec_002,,,,Sri Lanka,,,Colombo,Arakan,,,,,,,,,,,,manual,,
34_6_7_tray_12,cicindelidae_34_6_7_tray_12_spec_001,,,,United States of America,Arizona,Cochise,Willcox,,,,,,,,D. Richman,,24 Jul 1970,,,manual,,
34_6_7_tray_13,cicindelidae_34_6_7_tray_13_spec_001,,,,India,,,Tharangambadi,Tharangambadi Beach,Tharangambadi Beach,,,,,,PSN,,Jul-51,,,manual,,
34_6_7_tray_14,cicindelidae_34_6_7_tray_14_spec_001,,,,India,,,,North,North,,,,,,,,,,,manual,,
34_6_7_tray_16,cicindelidae_34_6_7_tray_16_spec_001,,,,India,,,,Palm Hills,Palm Hills,,,,,,,,20 Jun 2026,,,manual,,
34_6_7_tray_17,cicindelidae_34_6_7_tray_17_spec_001,,,,Philippines,,,,"Mainit River, Mount Apo","Mindanao, Mainit River, Mount Apo",,,,,,C.F. Clagg,,14 Sep 1930,,,manual,,
34_6_7_tray_18,cicindelidae_34_6_7_tray_18_spec_001,,,,India,Tamil Nadu,,Coimbatore,[Madras Presidency],[Madras Presidency],,,,,,T.R.S. Nathan,,Oct-72,,,manual,,
34_6_7_tray_19,cicindelidae_34_6_7_tray_19_spec_001,,,,India,,,,,,,,,,,,,,,,manual,68,
34_6_7_tray_20,cicindelidae_34_6_7_tray_20_spec_001,,,,India,Tamil Nadu,,Coimbatore,Marudamalai Hills,Marudamalai Hills,,,,,,P.S. Nathan,,Nov-70,,,manual,,
34_6_7_tray_21,cicindelidae_34_6_7_tray_21_spec_001,,,,United States of America,Florida,Lee,North Fort Meyers,,,,,,,,Lel | Fischer,,20 Nov 1980,,,manual,,
34_6_7_tray_22,cicindelidae_34_6_7_tray_22_spec_001,,,,Egypt,,,,Ghoubbet-El-Bous,"Ghoubbet El Bous, on the coast of the Gulf of Suez",,,,,,Alfieri,,22-Jul-29,,,manual,,
34_6_7_tray_23,cicindelidae_34_6_7_tray_23_spec_001,,,,Iran,Bushehr,,,Bushire Persia,,,,,,,,,,,,manual,,
34_6_7_tray_24,cicindelidae_34_6_7_tray_24_spec_002,,,,Ecuador,,,,Mangrove Point,"Mangrove Point, Fernandina Island",Galapagos,Fernandina,,,,K.P. Schmidt,,10-Jan-29,,,manual,,
34_6_7_tray_25,cicindelidae_34_6_7_tray_25_spec_001,,,,Iran,Bushehr,,,Bushire Persia,,,,,,,,,,,,manual,,
34_6_8_tray_01,cicindelidae_34_6_8_tray_01_spec_001,,,,Spain,,,,,,,,,,,,,,,,manual,,
34_6_8_tray_02,cicindelidae_34_6_8_tray_02_spec_001,,,,India,Tamil Nadu,,Coimbatore,[Madras Presidency],[Madras Presidency],,,,,,T.R.S. Nathan,,Sep-71,,,manual,,
34_6_8_tray_03,cicindelidae_34_6_8_tray_03_spec_001,,,,Mozambique,,,Boroma,Zambesi,Zambesi,,,,,,Dr. Brancsik,,,,,manual,,
34_6_8_tray_04,cicindelidae_34_6_8_tray_04_spec_002,,,,Mozambique,,,Boroma,Zambesi,Zambesi,,,,,,Dr. Brancsik,,,,,manual,,
34_6_8_tray_05,cicindelidae_34_6_8_tray_05_spec_001,,,,South Africa,Gauteng,,Modderfontein,,,,,,,,,,,,,manual,,
34_6_8_tray_06,cicindelidae_34_6_8_tray_06_spec_001,,,,India,,,,Bengal,Bengal,,,,,,,,,,,manual,,
34_6_8_tray_07,cicindelidae_34_6_8_tray_07_spec_001,,,,South Africa,,,Gqeberha,formerly Port Elizabeth,formerly Port Elizabeth,,,,,,,,,,,manual,,
34_6_8_tray_08,cicindelidae_34_6_8_tray_08_spec_001,,,,Philippines,,,,,,,,,,,,,,,,manual,,
34_6_8_tray_09,cicindelidae_34_6_8_tray_09_spec_001,,,,Senegal,,,,,,,,,,,D. Harvey,,1966,,,manual,,
34_6_8_tray_10,cicindelidae_34_6_8_tray_10_spec_001,,,,Ghana,Ashanti,,Emena,"2mi from U.S.T., Kumasi","2mi from U.S.T., Kumasi",,,,,,Schloemer,,Jun-70,,,manual,,
34_6_8_tray_11,cicindelidae_34_6_8_tray_11_spec_001,,,,Namibia,,,Windhoek,Wasservallei,Wasservallei,,,,,,,,20 Dec 1974 – 23 Dec 1974,,,manual,,
34_6_8_tray_12,cicindelidae_34_6_8_tray_12_spec_002,,,,Mozambique,,,,Delagoa,Delagoa,,,,,,,,,,,manual,,
34_6_8_tray_13,cicindelidae_34_6_8_tray_13_spec_002,,,,South Africa,,,,,,,,,,,,,,,,manual,,
34_6_8_tray_14,cicindelidae_34_6_8_tray_14_spec_001,,,,India,,,,Palm Hills,Palm Hills,,,,,,,,,,,manual,,
34_6_8_tray_15,cicindelidae_34_6_8_tray_15_spec_001,,,,Indonesia,Papua,,Jayapura,,,,,,,,H. Hoogstraal,,Nov-44,,,manual,,
34_6_8_tray_16,cicindelidae_34_6_8_tray_16_spec_001,,,,Mozambique,,,Boroma,Zambesi,Zambesi,,,,,,,,,,,manual,,
34_6_8_tray_17,cicindelidae_34_6_8_tray_17_spec_001,,,,Vietnam,Cao Bang,,,"Ba Be National Park, 250 km N of Hanoi","Ba Be National Park, 250 km N of Hanoi",,,,,,A. Monastyrskii,,03 Apr 1997,,,manual,,
34_6_8_tray_18,cicindelidae_34_6_8_tray_18_spec_001,,,,South Africa,,,,,,,,,,,,,,,,manual,,
34_6_8_tray_19,cicindelidae_34_6_8_tray_19_spec_001,,,,India,Tamil Nadu,,Chennai,,,,,,,,,,,,,manual,,
34_6_8_tray_20,cicindelidae_34_6_8_tray_20_spec_001,,,,Democratic Republic of the Congo,Pool,,Voka,,,,,,,,,,Jan-73,,,manual,,
34_6_8_tray_21,cicindelidae_34_6_8_tray_21_spec_002,,,,India,Tamil Nadu,Tirunelveli,Manapad,,,,,,,,T.R.S. Nathan,,Oct-91,,,manual,,
34_6_8_tray_22,cicindelidae_34_6_8_tray_22_spec_001,,,,Madagascar,,,,Nosy Be,Nosy Be,,,,,,,,,,,manual,,
34_6_8_tray_23,cicindelidae_34_6_8_tray_23_spec_001,,,,,,,,West Africa,West Africa,,,,,,,,,,,manual,,
34_6_8_tray_24,cicindelidae_34_6_8_tray_24_spec_001,,,,Madagascar,,,,,,,,,,,,,,,,manual,,
34_6_8_tray_25,cicindelidae_34_6_8_tray_25_spec_001,,,,Iraq,,,Baghdad,,,,,,,,Frey,,Apr-36,,,manual,,
34_6_8_tray_26,cicindelidae_34_6_8_tray_26_spec_001,,,,South Africa,,,Gqeberha,formerly Port Elizabeth,formerly Port Elizabeth,,,,,,,,,,,manual,,
34_6_8_tray_27,cicindelidae_34_6_8_tray_27_spec_001,,,,Madagascar,,,,Baie de Baly,Baie de Baly,,,,,,,,,,,manual,,
34_6_8_tray_28,cicindelidae_34_6_8_tray_28_spec_001,,,,Japan,,,Kin Town,Kanna,"Okinawa, Kanna",Ryukyu Islands,Okinawa,,,,Eugene Ray,,28 Jun 1945,,,manual,,
34_6_8_tray_29,cicindelidae_34_6_8_tray_29_spec_001,,,,Vietnam,Ba Ria - Vung Tau,,,"Binh Chau-Phuoc Buu Nature Reserve, 60mi E of Saigon","Binh Chau-Phuoc Buu Nature Reserve, 60mi E of Saigon",,,,,,T.Q. Tam,,04 Jun 1997,,,manual,,
34_6_9_tray_01,cicindelidae_34_6_9_tray_01_spec_001,,,,Brazil,Mato Grosso,,,"Santa Teresinha, Rio Araguaia, opposite Macauba","Santa Teresinha, Rio Araguaia, opposite Macauba",,,,,,B. Malkin,,01 Oct 1962,,,manual,,
34_6_9_tray_02,cicindelidae_34_6_9_tray_02_spec_001,,,,Mexico,Tamaulipas,,Ciudad Victoria,,,,,,,,H.S. Dybas,,16 Jun 1941,,,manual,,
34_6_9_tray_03,cicindelidae_34_6_9_tray_03_spec_001,,,,Venezuela,,,Ciudad Bolivar,,,,,,,,E.A. Klages,,9Jun1898,,,manual,,
34_6_9_tray_04,cicindelidae_34_6_9_tray_04_spec_001,,,,United States of America,Oklahoma,Marshall,Willis,,,,,,,,W. Suter,,11 Jul 1968,,,manual,,
34_6_9_tray_05,cicindelidae_34_6_9_tray_05_spec_001,,,,Colombia,Magdalena,,Valledupar,,,,,,,,B. Malkin,,20 May 1968 – 24 May 1968,,,manual,,
