tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_6_9_tray_06,cicindelidae_34_6_9_tray_06_spec_001,,,,Brazil,Goias,,Santa Isabel,Rio Araguaia,"Rio Araguaia, Bananal Island",,Bananal,,,,B. Malkin,,30 Nov 1960,,,manual,,
34_6_9_tray_07,cicindelidae_34_6_9_tray_07_spec_001,,,,Brazil,Mato Grosso,,,Barra do Tapirape,Barra do Tapirape,,,,,,B. Malkin,,15 Jul 1962 – 15 Aug 1962,,,manual,,
34_6_9_tray_08,cicindelidae_34_6_9_tray_08_spec_001,,,,Colombia,La Guajira,,Manaure,,,,,,,,B. Malkin,,19 Sep 1968 – 20 Sep 1968,,,manual,,
34_6_9_tray_09,cicindelidae_34_6_9_tray_09_spec_001,,,,United States of America,Arizona,,Tucson,,,,,,,,Dr. F. Psota,,6-Aug-27,,,manual,,
34_6_9_tray_10,cicindelidae_34_6_9_tray_10_spec_001,,,,Paraguay,,,Nueva Italia,,,,,,,,Pedro Willim,,,,,manual,,
34_6_9_tray_11,cicindelidae_34_6_9_tray_11_spec_002,,,,South Africa,,,,Transvaal,Transvaal,,,,,,Nonfried,,,,,manual,,
34_6_9_tray_12,cicindelidae_34_6_9_tray_12_spec_001,,,,Brazil,Goias,,Santa Isabel,Rio Araguaia,"Rio Araguaia, Bananal Island",,Bananal,,,,B. Malkin,,29 Nov 1960,,,manual,,
34_6_9_tray_13,cicindelidae_34_6_9_tray_13_spec_001,,,,Nicaragua,Jinotega,,Jinotega,,,,,1050–1500,,,Paul C. Standley,,Jul-47,,,manual,,
34_6_9_tray_14,cicindelidae_34_6_9_tray_14_spec_001,,,,Australia,Western Australia,,,,,,,,,,,,,,,manual,,
34_6_9_tray_15,cicindelidae_34_6_9_tray_15_spec_001,,,,,,,,,,,,,,,Staudinger,,1887,,,manual,43,
34_6_9_tray_16,cicindelidae_34_6_9_tray_16_spec_001,,,,Mexico,Zacatecas,,,9mi N Tlaltenango de Sanchez Roman,9mi N Tlaltenango de Sanchez Roman,,,,,,R.H. Brewer,,17 Jul 1954 – 18 Jul 1954,,,manual,,
34_6_9_tray_17,cicindelidae_34_6_9_tray_17_spec_001,,,,Mozambique,,,Boroma,Zambesi,Zambesi,,,,,,Dr. Brancsik,,,,,manual,,
34_6_9_tray_18,cicindelidae_34_6_9_tray_18_spec_001,,,,Dominican Republic,Pedernales,,Oviedo,Jaragua National Park,Jaragua National Park,,,,,,Lucrecia Rodriguez,,27 May 1933,,,manual,,
34_6_9_tray_19,cicindelidae_34_6_9_tray_19_spec_001,,,,Venezuela,,,Ciudad Bolivar,,,,,,,,E.A. Klages,,21May1898,,,manual,,
34_7_3_tray_01,cicindelidae_34_7_3_tray_01_spec_001,,,,United States of America,Oregon,Lane,Eugene,Spencer's Creek Valley,Spencer's Creek Valley,,,,,,E.A. Onthank,,11 Apr 1942,,,manual,,
34_7_3_tray_02,cicindelidae_34_7_3_tray_02_spec_001,,,,United States of America,California,Mendocino,Mendocino,,,,,,,,,,20 Mar 1939,,,manual,,
34_7_3_tray_03,cicindelidae_34_7_3_tray_03_spec_001,,,,Brazil,Mato Grosso,,,,,,,,,night sweeping,B. Malkin,,01 Dec 1960 – 11 Dec 1960,,,manual,,
34_7_3_tray_04,cicindelidae_34_7_3_tray_04_spec_001,,,,United States of America,Oregon,,Pendleton,,,,,,,,Rev. J. Warren,,11 Jun 2006,,,manual,,
34_7_3_tray_05,cicindelidae_34_7_3_tray_05_spec_001,,,,Brazil,,,Porto Alegre,,,,,,,,A. Haucke,,,,,manual,,
34_7_3_tray_06,cicindelidae_34_7_3_tray_06_spec_001,,,,United States of America,Oregon,Lane,Eugene,,,,,,,,B. Malkin,,04 May 1947,,,manual,,
34_7_3_tray_07,cicindelidae_34_7_3_tray_07_spec_002,,,,United States of America,California,Humboldt,Humboldt,,,,,,,,L.R. Reynold,,15 Jun 2016,,,manual,,
34_7_3_tray_08,cicindelidae_34_7_3_tray_08_spec_001,,,,United States of America,Oregon,Lane,Lane,15mi S of Eugene,15mi S of Eugene,,,,,,B. Malkin,,06 Jul 1946,,,manual,,
34_7_3_tray_09,cicindelidae_34_7_3_tray_09_spec_001,,,,United States of America,Washington,King,Seattle,,,,,,,,G. Hanson,,24 Apr 1968,,,manual,,
34_7_3_tray_10,cicindelidae_34_7_3_tray_10_spec_001,,,,United States of America,California,Del Norte,Del Norte,,,,,,,,F.W. Nunrnmachet,,05 Jun 1958,,,manual,,
34_7_3_tray_11,cicindelidae_34_7_3_tray_11_spec_001,,,,United States of America,California,Lake,Lake,,,,,,,,L.R. Reynold,,16 Jun 2013,,,manual,,
34_7_3_tray_12,cicindelidae_34_7_3_tray_12_spec_001,,,,United States of America,Oregon,Lane,Eugene,Spencer's Butte,Spencer's Butte,,,,,bait,B. Malkin,,19 May 1957 – 10 Jun 1957,,,manual,,
34_7_3_tray_13,cicindelidae_34_7_3_tray_13_spec_001,,,,Brazil,Goias,,Santa Isabel,Rio Araguaia,"Rio Araguaia, Bananal Island",,Bananal,,,,B. Malkin,,08 Jan 1961 – 11 Jan 1961,,,manual,,
34_7_3_tray_14,cicindelidae_34_7_3_tray_14_spec_001,,,,United States of America,Oregon,Lane,Eugene,Spencer's Butte,Spencer's Butte,,,,,,B. Malkin,,Jun-46,,,manual,,
34_7_3_tray_15,cicindelidae_34_7_3_tray_15_spec_001,,,,United States of America,Oregon,Lane,Eugene,,,,,,,,B. Malkin,,27 Jun 1941,,,manual,,
34_7_3_tray_16,cicindelidae_34_7_3_tray_16_spec_001,,,,United States of America,Oregon,Lane,Lane,15mi S of Eugene,15mi S of Eugene,,,,,,B. Malkin,,06 Jul 1946,,,manual,,
34_7_3_tray_17,cicindelidae_34_7_3_tray_17_spec_001,,,,Brazil,,,,,,,,,,,,,,,,manual,,
34_7_3_tray_18,cicindelidae_34_7_3_tray_18_spec_001,,,,Brazil,Minas Gerais,,Mar de Espanha,Rio Mines,R. Mines,,,,,,J.P. Zlkan,,23 Nov 2009,,,manual,,
34_7_4_tray_01,cicindelidae_34_7_4_tray_01_spec_001,,,,Costa Rica,Guanacaste,,,"Santa Rosa National Park, Narajaro Beach, Pacific Coast","Santa Rosa National Park, Narajaro Beach, Pacific Coast",,,,,hand collected,J. Louderman | C. Grinter,,21 May 2007,,,manual,,
34_7_4_tray_02,cicindelidae_34_7_4_tray_02_spec_001,,,,United States of America,Washington,King,Seattle,,,,,,,,Rev. J. Warren,,03 Aug 2003,,,manual,,
34_7_4_tray_03,cicindelidae_34_7_4_tray_03_spec_001,,,,United States of America,Oregon,,,20mi W of Saint Helens,20mi W of Saint Helens,,,,,,K. Gray | J. Schuh,,21 Jun 1938,,,manual,,
34_7_4_tray_04,cicindelidae_34_7_4_tray_04_spec_003,,,,Costa Rica,Guanacaste,,Playa Hermosa,3km N of Cocos.,3km N of Cocos.,,,,,,J. Wagner,,12 Apr 1973,,,manual,,
34_7_4_tray_05,cicindelidae_34_7_4_tray_05_spec_001,,,,Colombia,Magdalena,,Santa Marta,Rio Concha,Rio Concha,,,,,,B. Malkin,,07 Dec 1971,,,manual,,
34_7_4_tray_06,cicindelidae_34_7_4_tray_06_spec_001,,,,United States of America,California,,,Sierra Nevada,Sierra Nevada,,,,,,,,,,,manual,150,
34_7_4_tray_07,cicindelidae_34_7_4_tray_07_spec_001,,,,United States of America,Oregon,Lane,Glenada,,,,,,,,B. Malkin,,01 Jun 1952 – 15 Jun 1952,,,manual,,
34_7_4_tray_08,cicindelidae_34_7_4_tray_08_spec_001,,,,United States of America,California,Tulare,Tulare,"Ash Mountain, Flume","Ash Mountain, Flume",,,,,,W. Tyson,,07 May 1988,,,manual,,
34_7_4_tray_09,cicindelidae_34_7_4_tray_09_spec_001,,,,United States of America,Oregon,Lane,Glenada,,,,,,,bait,B. Malkin,,19 May 1957 – 08 Jun 1957,,,manual,,
34_7_4_tray_10,cicindelidae_34_7_4_tray_10_spec_001,,,,Brazil,Espírito Santo,,,Rio Lamego,Rio Lamego,,,,,,B.A.J,,Nov-60,,,manual,,
34_7_4_tray_11,cicindelidae_34_7_4_tray_11_spec_001,,,,United States of America,Washington,Jefferson,Jefferson,"Olympic National Park, 0 to 3.4 mi SW of Hoh Lake","Olympic National Park, 0 to 3.4 mi SW of Hoh Lake",,,400–500 ft,,,A. Newton | M. Thayer,,,,,manual,,
34_7_4_tray_12,cicindelidae_34_7_4_tray_12_spec_001,,,,Costa Rica,Guanacaste,,Playa Hermosa,3km N of Cocos.,3km N of Cocos.,,,,,,J. Wagner,,11 Apr 1973,,,manual,,
34_7_4_tray_13,cicindelidae_34_7_4_tray_13_spec_001,,,,Mexico,Sonora,,Kino Bay,,,,,,,,C. and P. Vaurie,,14 Jul 1952,,,manual,,
34_7_4_tray_14,cicindelidae_34_7_4_tray_14_spec_001,,,,United States of America,California,,,,,,,,,,,,,,,manual,9,
34_7_4_tray_15,cicindelidae_34_7_4_tray_15_spec_001,,,,United States of America,California,Nevada,Nevada,,,,,,,,E.R. Leach,,16 May 2018,,,manual,,
34_7_4_tray_17,cicindelidae_34_7_4_tray_17_spec_002,,,,Brazil,Santa Catarina,,Nova Teutonia,,,,,,,,,,26 Nov 1950,,,manual,,
34_7_4_tray_18,cicindelidae_34_7_4_tray_18_spec_001,,,,United States of America,Colorado,,,,,,,,,,,,,,,manual,6,
34_7_4_tray_19,cicindelidae_34_7_4_tray_19_spec_001,,,,United States of America,Texas,,,,,,,,,,,,,,,manual,,
34_7_4_tray_20,cicindelidae_34_7_4_tray_20_spec_001,,,,Ecuador,Napo,,,4.7km E of Tena Road Loreto to Coca Road,4.7km E of Tena Road Loreto to Coca Road,,,,,,M. Kippenhan,,17 Oct 1997,,,manual,,
34_7_4_tray_21,cicindelidae_34_7_4_tray_21_spec_001,,,,United States of America,Oregon,Jackson,Jackson,5mi S of Ashland,5mi S of Ashland,,,3500–4500 ft,,pitfall trap,,,01 Jul 1998,,,manual,,
34_7_4_tray_22,cicindelidae_34_7_4_tray_22_spec_001,,,,United States of America,California,Mariposa,Mariposa,Crane Flat,Crane Flat,,,,,,,,15 May 2014,,,manual,Lot 76,
34_7_4_tray_23,cicindelidae_34_7_4_tray_23_spec_001,,,,United States of America,California,Fresno,Fresno,,,,,,,,F.W. Nunenmacher,,29 May 1934,,,manual,,
34_7_4_tray_24,cicindelidae_34_7_4_tray_24_spec_001,,,,Mexico,Guerrero,,Acapulco,,,,,,,,C.H. Seevers,,09 Aug 1936,,,manual,,
34_7_4_tray_25,cicindelidae_34_7_4_tray_25_spec_001,,,,Ecuador,Morona-Santiago,,,5.2km S of Patuca,5.2km S of Patuca,,,,,,M. Kippenhan,,24 Oct 1997,,,manual,,
34_7_4_tray_26,cicindelidae_34_7_4_tray_26_spec_001,,,,United States of America,California,Calaveras,Calaveras,,,,,,,,F.W. Nunenmacher,,25 Apr 1937,,,manual,,
34_7_4_tray_27,cicindelidae_34_7_4_tray_27_spec_002,,,,Argentina,Buenos Aires,,Lujan,,,,,,,,L.E. Pena,,1986,,,manual,,
34_7_5_tray_01,cicindelidae_34_7_5_tray_01_spec_001,,,,Colombia,Magdalena,,,"Socorpa Mission, Serrania del Perija","Socorpa Mission, Serrania del Perija",,,1300–1400,,,B. Malkin,,18 Aug 1968 – 20 Aug 1968,,,manual,,
34_7_5_tray_02,cicindelidae_34_7_5_tray_02_spec_001,,,,Panama,Chiriqui,,,25km NNE San Felix,25km NNE San Felix,,,1300–1400,,,R.H. Pine,,31 May 1980,,,manual,,
34_7_5_tray_03,cicindelidae_34_7_5_tray_03_spec_003,,,,Ecuador,,,,,,,,,,,,,,,,manual,,
34_7_5_tray_04,cicindelidae_34_7_5_tray_04_spec_001,,,,Ecuador,Pastaza,,,Rio Morona between Rio Cushuimi and Rio Macuma,Rio Morona between Rio Cushuimi and Rio Macuma,,,,,,B. Malkin,,03 Jul 1971 – 04 Jul 1971,,,manual,,
34_7_5_tray_06,cicindelidae_34_7_5_tray_06_spec_001,,,,Costa Rica,Puntarenas,,Monteverde,,,,,,,,R.H. Pine,,13 Jul 1989,,,manual,,
34_7_5_tray_07,cicindelidae_34_7_5_tray_07_spec_001,,,,Philippines,,,,,,,,,,,,,,,,manual,,
34_7_5_tray_08,cicindelidae_34_7_5_tray_08_spec_001,,,,Madagascar,,,,Nosy Be,Nosy Be,,,,,,,,,,,manual,,
34_7_5_tray_09,cicindelidae_34_7_5_tray_09_spec_001,,,,Brazil,Amazonas,,,"Igarape Belem, nr. Rio Solimoes, 70km E of Leticia","Igarape Belem, nr. Rio Solimoes, 70km E of Leticia",,,,,,B. Malkin,,18 May 1970 – 28 May 1970,,,manual,,
34_7_5_tray_10,cicindelidae_34_7_5_tray_10_spec_001,,,,Peru,Loreto,,,"20km from Ucayali on Rio Calleria, Colonia Calleria","20km from Ucayali on Rio Calleria, Colonia Calleria",,,,,,B. Malkin,,01 May 1961 – 05 May 1961,,,manual,,
34_7_5_tray_11,cicindelidae_34_7_5_tray_11_spec_001,,,,Costa Rica,,,Turrialba,,,,,,,,,,1949,,,manual,,
34_7_5_tray_12,cicindelidae_34_7_5_tray_12_spec_001,,,,Peru,Satipo,Junin,Huerto Eden,,,,,1400–1500 ft,,,Juan S. Atahualpa,,05 May 2026,,,manual,,
34_7_5_tray_13,cicindelidae_34_7_5_tray_13_spec_001,,,,Brazil,,,,,,,,,,,,,02 Apr 2016,,,manual,,
34_7_5_tray_14,cicindelidae_34_7_5_tray_14_spec_001,,,,Philippines,,,Upi,Burungkot,Burungkot,,,,,,F.G. Werner,,01 Jan 1948 – 09 Jan 1948,,,manual,,
34_7_5_tray_15,cicindelidae_34_7_5_tray_15_spec_001,,,,Ecuador,Morona-Santiago,,,5km W of General Proano,5km W of General Proano,,,,,,M. Kippenhan,,25 Oct 1997,,,manual,,
34_7_5_tray_17,cicindelidae_34_7_5_tray_17_spec_001,,,,Vietnam,Dong Nai,,,"Cat Tien National Park, 70mi NE Saigon","Cat Tien National Park, 70mi NE Saigon",,,,,,T.Q. Tam,,Apr-97 – Jun-97,,,manual,FMHD#97-3002,
34_7_5_tray_18,cicindelidae_34_7_5_tray_18_spec_001,,,,Indonesia,,,,Madura,Madura,,,,,,,,,,,manual,,
34_7_5_tray_19,cicindelidae_34_7_5_tray_19_spec_001,,,,Brazil,Goias,,Goiania,,,,,,,,B. Malkin,,26 Oct 1960,,,manual,,
34_7_5_tray_20,cicindelidae_34_7_5_tray_20_spec_002,,,,Papua New Guinea,Central Province,,Jawarere,,,,,,,,J.T. Zimmer,,12 Apr 2018,,,manual,,
34_7_5_tray_21,cicindelidae_34_7_5_tray_21_spec_001,,,,Guatemala,Chimaltenango,,San Pedro Yepocapa,,,,,,,,R.L. Wenzel,,18 May 1948,,,manual,,
34_7_5_tray_22,cicindelidae_34_7_5_tray_22_spec_001,,,,Ecuador,Pastaza,,,15.1km NW of Puyo Puyo to Banos Road,15.1km NW of Puyo Puyo to Banos Road,,,,,,M. Kippenhan,,19 Oct 1997,,,manual,,
34_7_5_tray_23,cicindelidae_34_7_5_tray_23_spec_001,,,,Philippines,,,,,,,,,,,,,,,,manual,,
34_7_5_tray_24,cicindelidae_34_7_5_tray_24_spec_001,,,,Papua New Guinea,Northern Province,,Soputa,near Buna,near Buna,,,,,,Robert B. Sperry,,1943 – 1944,,,manual,,
34_7_5_tray_25,cicindelidae_34_7_5_tray_25_spec_001,,,,Chile,,,Puerto Natales,,secc. 2 Lagunas,,,,,,R. Barricuto,,17 Jan 1950,,,manual,,
34_7_5_tray_26,cicindelidae_34_7_5_tray_26_spec_001,,,,Papua New Guinea,Central Province,,,Baibara,Baibara,,,,,,J.T. Zimmer,,19 Jun 2026,,,manual,,
34_7_5_tray_27,cicindelidae_34_7_5_tray_27_spec_001,,,,Brazil,,,,Muriae River,Muriae River,,,,,,J.F. Zikan,,13 Nov 2008,,,manual,,
34_7_5_tray_28,cicindelidae_34_7_5_tray_28_spec_001,,,,Brazil,Minas Gerais,,Mar de Espanha,Rio Mines,R. Mines,,,,,,J.F. Zikan,,10 Mar 2009,,,manual,,
34_7_5_tray_29,cicindelidae_34_7_5_tray_29_spec_001,,,,Madagascar,,,,Nosy Be,Nosy Be,,,,,,,,,,,manual,,
34_7_5_tray_30,cicindelidae_34_7_5_tray_30_spec_002,,,,Ecuador,Morona-Santiago,,,0.5km E of Alshi,0.5km E of Alshi,,,,,,M. Kippenhan,,25 Oct 1997,,,manual,,
34_7_5_tray_31,cicindelidae_34_7_5_tray_31_spec_001,,,,Fiji,,,,Wakaya,Wakaya,,,,,,A.M. Lea,,24 Apr 2026,,,manual,,
34_7_5_tray_32,cicindelidae_34_7_5_tray_32_spec_001,,,,United Republic of Tanzania,,,Kigonsera,,,,,,,,,,1904,,,manual,,
34_7_6_tray_01,cicindelidae_34_7_6_tray_01_spec_001,,,,Papua New Guinea,,,Waigani,,,,,,,,J.T. Zimmer,,05 Oct 2017,,,manual,,
34_7_6_tray_02,cicindelidae_34_7_6_tray_02_spec_001,,,,Papua New Guinea,,,Erima,Astrolabe Bay,Astrolabe Bay,,,,,,Lajos Biro,,1897,,,manual,,
34_7_6_tray_03,cicindelidae_34_7_6_tray_03_spec_001,,,,Philippines,Davao,,Tagum,"Sitio Taglawig, Maco","Mindanao, Sitio Taglawig, Maco",,,,Dipterocarp Forest,,H. Hoogstraal,,Oct-46,,,manual,,
34_7_6_tray_04,cicindelidae_34_7_6_tray_04_spec_002,,,,Philippines,,,,,,,,,,,,,,,,manual,,
34_7_6_tray_05,cicindelidae_34_7_6_tray_05_spec_001,,,,Taiwan,Kaohsiung,,Jiasian,,"Formosa, Kosempo",,,,,,,,,,,manual,57,
34_7_6_tray_06,cicindelidae_34_7_6_tray_06_spec_001,,,,Iran,Bushehr,,,Bushire Persia,,,,,,,,,,,,manual,579,
34_7_6_tray_07,cicindelidae_34_7_6_tray_07_spec_001,,,,Vietnam,Hanoi,,,Ba Vi National Park,Ba Vi National Park,,,,,,A. Monastyrskii,,Jun-96,,,manual,,
34_7_6_tray_08,cicindelidae_34_7_6_tray_08_spec_001,,,,Philippines,Davao,,,East slope Mount McKinley,"Mindanao, East slope Mount McKinley",,,,forest,"meat-baited, ground trap",H. Hoogstraal,,Aug-46,,,manual,,
34_7_6_tray_09,cicindelidae_34_7_6_tray_09_spec_001,,,,Saudi Arabia,,,Jeddah,,,,,,,,H. St. J. Philby,,01 Nov 1933,,,manual,,
34_7_6_tray_10,cicindelidae_34_7_6_tray_10_spec_001,,,,Philippines,,,,"Libungan River, Mount Apo","Mindanao, Libungan River, Mount Apo",,,,,,C.F. Clagg,,09 Oct 1930,,,manual,,
34_7_6_tray_11,cicindelidae_34_7_6_tray_11_spec_002,,,,Philippines,Davao,,,East slope Mount McKinley,"Mindanao, East slope Mount McKinley",,,,forest,,H. Hoogstraal | D. Heyneman,,Sep-46,,,manual,,
34_7_6_tray_13,cicindelidae_34_7_6_tray_13_spec_001,,,,Philippines,Davao,,,Lalun Mountains,"Mindanao, Lalun Mountains",,,,,sweeping,C.F. Clagg,,03 Jul 1930,,,manual,,
34_7_6_tray_14,cicindelidae_34_7_6_tray_14_spec_001,,,,Malaysia,Sabah,,Kuching,,,,,,,,Dyak,,26 Sep 2000,,,manual,,
34_7_6_tray_15,cicindelidae_34_7_6_tray_15_spec_001,,,,Philippines,,,,,,,Luzon,,,,,,,,,manual,,
34_7_7_tray_01,cicindelidae_34_7_7_tray_01_spec_001,,,,Solomon Islands,Central Province,,,Tulagi Harbor,"Tulagi Harbor, Nggela Islands",Nggela Islands,,,,,Ralph F. Haag,,30 Oct 1944,,,manual,,
34_7_7_tray_02,cicindelidae_34_7_7_tray_02_spec_001,,,,Indonesia,South Sulawesi,,Palopo,Puncak,Puncak,,,,,,Y. Nishiyama,,May-89,,,manual,,
34_7_7_tray_03,cicindelidae_34_7_7_tray_03_spec_001,,,,Indonesia,South Sulawesi,,Palopo,Puncak,Puncak,,,,,,Y. Nishiyama,,May-89,,,manual,,
34_7_7_tray_04,cicindelidae_34_7_7_tray_04_spec_001,,,,Philippines,,,,Celebes,Celebes,,,,,,,,,,,manual,,
34_7_7_tray_05,cicindelidae_34_7_7_tray_05_spec_001,,,,Philippines,,,,,,,Luzon,,,,,,,,,manual,812,
34_7_7_tray_06,cicindelidae_34_7_7_tray_06_spec_004,,,,Philippines,,,,,,,Luzon,,,,,,,,,manual,810,
34_7_7_tray_07,cicindelidae_34_7_7_tray_07_spec_001,,,,Vietnam,Hanoi,,,Ba Vi National Park,Ba Vi National Park,,,,,,A. Monastyrskii,,Jun-96,,,manual,,
34_7_7_tray_08,cicindelidae_34_7_7_tray_08_spec_001,,,,Philippines,,,,Celebes,Celebes,,,,,,,,,,,manual,,
34_7_7_tray_09,cicindelidae_34_7_7_tray_09_spec_001,,,,Solomon Islands,,,,,,,,,,,W.J. Beecher,,,,,manual,,
34_7_7_tray_10,cicindelidae_34_7_7_tray_10_spec_001,,,,Indonesia,South Sulawesi,,Palopo,Puncak,Puncak,,,,,,Y. Nishiyama,,May-89,,,manual,,
34_7_7_tray_11,cicindelidae_34_7_7_tray_11_spec_002,,,,Indonesia,,,,Onin Peninsula,"New Guinea, Onin",,,,,,,,,,,manual,48,
34_7_7_tray_12,cicindelidae_34_7_7_tray_12_spec_001,,,,Philippines,Nueva Ecija,,Gapan,,,,,,,,RGC,,05 Sep 1963,,,manual,,
34_7_7_tray_13,cicindelidae_34_7_7_tray_13_spec_005,,,,Philippines,,,,,,,Luzon,,,,,,,,,manual,814,
34_7_7_tray_14,cicindelidae_34_7_7_tray_14_spec_001,,,,Philippines,,,,Mount Banahao,"Mount Banahao, Luzon",,,,,,G. Boettcher,,14 May 2026,,,manual,817,
34_7_7_tray_15,cicindelidae_34_7_7_tray_15_spec_003,,,,Philippines,,,Paete,Luzon,,,Luzon,,,,G. Boettcher,,16 Jun 2026,,,manual,,
34_7_7_tray_16,cicindelidae_34_7_7_tray_16_spec_002,,,,Philippines,,,Paete,Luzon,,,Luzon,,,,G. Boettcher,,16 Jun 2026,,,manual,,
34_7_7_tray_17,cicindelidae_34_7_7_tray_17_spec_001,,,,Indonesia,Papua,,Jayapura,,,,,,rain forest,,H. Hoogstraal,,May-45,,,manual,,
34_7_7_tray_18,cicindelidae_34_7_7_tray_18_spec_001,,,,Philippines,Laguna,,Los Banos,,,,,100–1500 ft,second growth forest,,F.G. Werner,,01 Jun 1947 – 05 Jun 1947,,,manual,,
34_7_8_tray_01,cicindelidae_34_7_8_tray_01_spec_001,,,,Vietnam,Cao Bang,,,"Ba Be National Park, 250 km N of Hanoi","Ba Be National Park, 250 km N of Hanoi",,,,,,A. Monastyrskii,,03 Apr 1997,,,manual,,
34_7_8_tray_02,cicindelidae_34_7_8_tray_02_spec_002,,,,Indonesia,,,,Java,Java,,,,,,,,,,,manual,,
34_7_8_tray_03,cicindelidae_34_7_8_tray_03_spec_001,,,,Philippines,Laguna,,,Mount Makiling,"Luzon, Mount Makiling",,,2000–3000 ft,,,F.G. Werner,,01 Jun 1947,,,manual,,
34_7_8_tray_04,cicindelidae_34_7_8_tray_04_spec_001,,,,Panama,,,,Canal Zone,"Barro Colorado Island, Canal Zone",,Barro Colorado,,,,,,03 Jul 1969 – 12 Jul 1969,,,manual,C361BCI,
34_7_8_tray_05,cicindelidae_34_7_8_tray_05_spec_001,,,,Costa Rica,Puntarenas,,Monteverde,,,,,,,,R.H. Pine,,14 Jul 1989 – 15 Jul 1989,,,manual,,
34_7_8_tray_06,cicindelidae_34_7_8_tray_06_spec_001,,,,Madagascar,,,,Nosy Be,Nosy Be,,,,,,,,,,,manual,,
34_7_8_tray_07,cicindelidae_34_7_8_tray_07_spec_001,,,,Indonesia,East Kalimantan,,,,"Nunukan Island, Borneo",Borneo,Nunukan,,,,R. von Hentig,,Nov-53,,,manual,,
34_7_8_tray_08,cicindelidae_34_7_8_tray_08_spec_001,,,,Peru,,,,,Boqueron,,,,,,V.S.,,21 Dec 1961,,,manual,,
34_7_8_tray_09,cicindelidae_34_7_8_tray_09_spec_001,,,,Ecuador,Sucumbios,,Santa Rosa,Rio San Miguel,Rio San Miguel,,,,,,Malkin | Burchard,,07 Oct 1970 – 15 Oct 1970,,,manual,,
34_7_8_tray_10,cicindelidae_34_7_8_tray_10_spec_001,,,,India,,,,,,,,,,,,,,,,manual,,
34_7_8_tray_11,cicindelidae_34_7_8_tray_11_spec_001,,,,Brazil,Minas Gerais,,,,,,,,,,J.F. Zikan,,,,,manual,,
34_7_8_tray_12,cicindelidae_34_7_8_tray_12_spec_001,,,,Philippines,,,Puerto Princesa,Babuyan,,,Palawan,,,,F.G. Werner,,20 Mar 1947,,,manual,,
34_7_8_tray_13,cicindelidae_34_7_8_tray_13_spec_001,,,,Panama,,,,Canal Zone,"Barro Colorado Island, Canal Zone",,Barro Colorado,,,,,,19 Jul 1969,,,manual,,
34_7_8_tray_14,cicindelidae_34_7_8_tray_14_spec_001,,,,Vietnam,Hanoi,,,Ba Vi National Park,Ba Vi National Park,,,,,,A. Monastyrskii,,Jun-96,,,manual,,
34_7_8_tray_15,cicindelidae_34_7_8_tray_15_spec_001,,,,India,,,,"South Malabar, Walayar Forests","South Malabar, Walayar Forests",,,,,,P.S. Nathan,,Aug-52,,,manual,,
34_7_8_tray_16,cicindelidae_34_7_8_tray_16_spec_001,,,,Vietnam,Hanoi,,,Ba Vi National Park,Ba Vi National Park,,,,,,A. Monastyrskii,,Jun-96,,,manual,,
34_7_8_tray_17,cicindelidae_34_7_8_tray_17_spec_001,,,,Indonesia,East Kalimantan,,,,"Nunukan Island, Borneo",Borneo,Nunukan,,,,R. von Hentig,,Nov-53,,,manual,,
34_7_8_tray_18,cicindelidae_34_7_8_tray_18_spec_001,,,,Vietnam,Cao Bang,,,"Ba Be National Park, 250 km N of Hanoi","Ba Be National Park, 250 km N of Hanoi",,,,,,A. Monastyrskii,,03 Apr 1997,,,manual,,
34_7_8_tray_19,cicindelidae_34_7_8_tray_19_spec_001,,,,Madagascar,Toliara,,,"Mikea Forest, 9.5km W of Aukiloaka","Mikea Forest, 9.5km W of Aukiloaka",,,,,,,,14 Feb 2003 – 15 Feb 2003,,,manual,,
34_7_8_tray_20,cicindelidae_34_7_8_tray_20_spec_001,,,,Malaysia,Selangor,,,"Pahang Road, 16mi N of Kuala Lumpur","Pahang Road, 16mi N of Kuala Lumpur",,,,,,U.S. Army Scrub Typhus Research Unit,,05 Mar 1949,,,manual,,
34_7_8_tray_21,cicindelidae_34_7_8_tray_21_spec_002,,,,Vietnam,Hanoi,,,Ba Vi National Park,Ba Vi National Park,,,,,,A. Monastyrskii,,Jun-96,,,manual,,
34_7_8_tray_22,cicindelidae_34_7_8_tray_22_spec_001,,,,Philippines,,,Puerto Princesa,Babuyan,,,Palawan,,,,H. Hoogstraal,,26 Apr 1947,,,manual,,
34_7_8_tray_23,cicindelidae_34_7_8_tray_23_spec_001,,,,India,Kerala,Trivandrum,Trivandrum,Ponmudi Hill Station,Ponmudi Hill Station,,,,,,T.R.S. Nathan,,19 May 1972,,,manual,,
34_7_8_tray_24,cicindelidae_34_7_8_tray_24_spec_001,,,,Philippines,,,San Jose,Leyte,Leyte,,,,,,Eugene Ray,,23 Oct 1944,,,manual,,
34_7_8_tray_25,cicindelidae_34_7_8_tray_25_spec_001,,,,Argentina,Misiones,,,"Iguazu National Park, Puerto Canaos","Iguazu National Park, Puerto Canaos",,,,,,,,08 Dec 1990 – 06 Jan 1991,,,manual,,
